nim,nama,jenis_kelamin,angkatan,status_mahasiswa,id_prodi,asal_daerah,id_univ
240002401,Bahuwirya Permadi,L,2021,Drop Out,PRODI10,Maluku,1
240002402,Dipa Dabukke,L,2024,Aktif,PRODI37,Nusa Tenggara Barat,2
240002404,R. Dasa Suartini,L,2020,Lulus,PRODI29,Nusa Tenggara Timur,2
240002406,dr. Hana Lazuardi,P,2020,Aktif,PRODI36,Sulawesi Selatan,2
240002407,Cornelia Aryani,L,2023,Aktif,PRODI10,DI Yogyakarta,1
240002408,Zalindra Hasanah,P,2021,Aktif,PRODI14,Sulawesi Utara,2
240002412,Paiman Hidayat,L,2024,Aktif,PRODI12,DKI Jakarta,2
240002414,Gangsa Aryani,P,2020,Cuti,PRODI18,Aceh,2
240002417,Halima Yuniar,P,2021,Drop Out,PRODI18,Kalimantan Selatan,2
240002418,Prayitna Dabukke,P,2020,Lulus,PRODI32,DKI Jakarta,2
240002419,Ismail Prastuti,P,2022,Aktif,PRODI32,Sulawesi Tengah,2
240002420,Yunita Marpaung,P,2023,Aktif,PRODI25,Aceh,2
240002422,Tgk. Gangsa Widiastuti,P,2022,Aktif,PRODI18,Nusa Tenggara Barat,2
240002426,Ade Nasyidah,P,2021,Aktif,PRODI27,Lampung,2
240002428,Dt. Warsita Latupono,L,2022,Aktif,PRODI33,Papua,2
240002430,Cecep Nasyidah,P,2024,Aktif,PRODI36,Sumatera Barat,2
240002433,Wage Mustofa,L,2021,Aktif,PRODI23,Sulawesi Selatan,2
240002434,T. Eko Saputra,L,2022,Aktif,PRODI33,Sumatera Selatan,2
240002435,Rusman Mansur,L,2021,Aktif,PRODI11,Bali,2
240002436,Rahman Siregar,P,2021,Aktif,PRODI23,Gorontalo,2
240002437,Teguh Nasyidah,P,2022,Aktif,PRODI07,DI Yogyakarta,2
240002438,Karsa Manullang,P,2023,Aktif,PRODI30,Sulawesi Selatan,2
240002441,Drs. Adhiarja Ramadan,P,2021,Aktif,PRODI18,Sulawesi Tenggara,2
240002443,Maman Sinaga,L,2024,Aktif,PRODI29,Bengkulu,2
240002444,Cut Faizah Prasetya,L,2020,Lulus,PRODI04,Aceh,1
240002445,Shania Manullang,P,2020,Drop Out,PRODI36,Kalimantan Tengah,2
240002446,Melinda Thamrin,P,2022,Cuti,PRODI11,Nusa Tenggara Barat,2
240002447,Cemeti Rajata,P,2021,Aktif,PRODI18,Papua,2
240002449,Prasetya Hakim,P,2023,Cuti,PRODI35,Sulawesi Selatan,2
240002450,Salsabila Padmasari,P,2023,Aktif,PRODI07,Jawa Barat,2
240002451,KH. Ade Halim,L,2023,Aktif,PRODI34,Jawa Barat,2
240002453,Niyaga Yulianti,L,2021,Aktif,PRODI32,Kalimantan Timur,2
240002454,Cakrajiya Napitupulu,P,2020,Lulus,PRODI10,DKI Jakarta,1
240002455,Dimas Melani,L,2021,Aktif,PRODI35,Sulawesi Utara,2
240002456,Jaya Waluyo,P,2023,Aktif,PRODI13,Kalimantan Utara,2
240002458,Juli Santoso,P,2022,Aktif,PRODI32,Lampung,2
240002461,Drs. Kalim Sitorus,P,2020,Aktif,PRODI14,Papua Barat,2
240002463,Siti Pratama,L,2024,Cuti,PRODI35,Maluku,2
240002464,Daniswara Lailasari,L,2022,Aktif,PRODI04,Maluku Utara,1
240002465,Opan Haryanti,P,2023,Aktif,PRODI13,Bangka Belitung,2
240002466,Adhiarja Mayasari,P,2022,Aktif,PRODI18,Sulawesi Selatan,2
240002470,Usman Utami,L,2020,Lulus,PRODI37,Riau,2
240002474,Tgk. Aris Prabowo,P,2021,Aktif,PRODI36,Gorontalo,2
240002475,Cindy Firmansyah,P,2022,Aktif,PRODI32,Aceh,2
240002477,Lili Damanik,L,2022,Aktif,PRODI12,Jawa Barat,2
240002480,Mila Halimah,L,2024,Aktif,PRODI11,Bangka Belitung,2
240002481,Diana Kusmawati,P,2021,Aktif,PRODI29,Sumatera Barat,2
240002482,Kawaya Kurniawan,P,2020,Nonaktif,PRODI13,Kalimantan Tengah,2
240002485,Karimah Halimah,L,2020,Aktif,PRODI18,Bangka Belitung,2
240002486,Mahesa Maulana,L,2020,Lulus,PRODI34,Kalimantan Barat,2
240002489,Adikara Iswahyudi,L,2024,Aktif,PRODI16,Kalimantan Selatan,2
240002491,Paramita Wibowo,L,2022,Aktif,PRODI25,Kalimantan Utara,2
240002495,Mursinin Wibisono,P,2021,Aktif,PRODI21,Kalimantan Selatan,2
240002498,R.A. Latika Rajasa,P,2022,Aktif,PRODI34,Papua Barat,2
240002501,Mursinin Hidayanto,L,2024,Aktif,PRODI30,Maluku,2
240002507,Laksana Andriani,L,2023,Aktif,PRODI33,Kalimantan Tengah,2
240002510,Yosef Ardianto,P,2022,Aktif,PRODI27,Maluku,2
240002513,Gaduh Anggraini,L,2024,Aktif,PRODI07,Sumatera Barat,2
240002514,Puti Irma Santoso,P,2020,Lulus,PRODI18,Kalimantan Barat,2
240002515,Fitriani Usada,P,2020,Lulus,PRODI16,Kepulauan Riau,2
240002516,Puti Dewi Fujiati,L,2022,Aktif,PRODI16,Nusa Tenggara Barat,2
240002517,Tgk. Tri Winarno,L,2020,Aktif,PRODI10,Aceh,1
240002518,Karya Mustofa,P,2021,Aktif,PRODI32,Maluku Utara,2
240002519,Patricia Mansur,L,2024,Aktif,PRODI23,Gorontalo,2
240002521,Puspa Januar,P,2020,Lulus,PRODI12,Papua,2
240002522,Drs. Paris Saputra,P,2024,Aktif,PRODI37,Riau,2
240002523,R.A. Salimah Nuraini,P,2021,Aktif,PRODI12,Kalimantan Barat,2
240002524,Among Wijaya,P,2024,Aktif,PRODI35,Sulawesi Tenggara,2
240002527,Oliva Puspasari,P,2023,Aktif,PRODI07,Lampung,2
240002528,Manah Astuti,L,2021,Aktif,PRODI35,Banten,2
240002530,Heryanto Nashiruddin,L,2024,Aktif,PRODI07,Kalimantan Barat,2
240002532,Drs. Intan Yolanda,L,2023,Aktif,PRODI35,Nusa Tenggara Barat,2
240002533,Sutan Cengkal Firmansyah,P,2022,Aktif,PRODI21,Kalimantan Utara,2
240002534,Syahrini Prasetyo,P,2023,Aktif,PRODI34,Lampung,2
240002537,Yance Januar,P,2020,Lulus,PRODI25,Banten,2
240002538,Salwa Santoso,P,2023,Aktif,PRODI30,Jawa Tengah,2
240002540,Edi Kusmawati,L,2021,Aktif,PRODI29,Sulawesi Selatan,2
240002541,T. Hardana Farida,L,2024,Aktif,PRODI14,Sumatera Selatan,2
240002542,R.M. Dartono Nugroho,L,2022,Aktif,PRODI36,Sulawesi Selatan,2
240002544,Titi Puspita,P,2021,Aktif,PRODI18,Lampung,2
240002545,T. Argono Jailani,P,2023,Aktif,PRODI36,DKI Jakarta,2
240002547,Prabawa Narpati,P,2020,Aktif,PRODI12,Sulawesi Barat,2
240002548,Hj. Tari Kurniawan,P,2024,Aktif,PRODI23,Jambi,2
240002549,Suci Prasetyo,P,2021,Aktif,PRODI23,DI Yogyakarta,2
240002550,Tgk. Jarwadi Hutapea,P,2023,Aktif,PRODI07,Kalimantan Tengah,2
240002553,Latika Farida,P,2020,Nonaktif,PRODI12,Gorontalo,2
240002554,Uchita Latupono,P,2021,Aktif,PRODI23,Jawa Barat,2
240002555,Mutia Megantara,L,2022,Aktif,PRODI09,Kalimantan Selatan,1
240002556,Ade Pratama,P,2023,Aktif,PRODI10,Kalimantan Selatan,1
240002559,Drs. Umi Hassanah,L,2024,Aktif,PRODI36,Nusa Tenggara Barat,2
240002560,Kania Mangunsong,L,2021,Aktif,PRODI32,Papua Barat,2
240002562,Hafshah Winarno,P,2022,Aktif,PRODI21,Sulawesi Selatan,2
240002563,Wakiman Firmansyah,L,2020,Lulus,PRODI23,Papua Barat,2
240002564,Kalim Laksmiwati,P,2021,Nonaktif,PRODI04,Gorontalo,1
240002567,Kiandra Wastuti,L,2020,Lulus,PRODI27,Banten,2
240002568,Tirta Suryatmi,L,2021,Aktif,PRODI18,Sulawesi Tengah,2
240002569,Puti Nadine Rajasa,L,2020,Lulus,PRODI23,Bangka Belitung,2
240002570,Indah Dabukke,P,2022,Aktif,PRODI33,Bengkulu,2
240002573,drg. Cinta Pratama,L,2022,Aktif,PRODI27,Bengkulu,2
240002574,Cut Pia Hutasoit,P,2023,Aktif,PRODI23,Bali,2
240002575,Umar Simbolon,L,2022,Aktif,PRODI27,Sumatera Selatan,2
240002576,Drs. Maria Novitasari,L,2024,Aktif,PRODI32,Kalimantan Barat,2
240002580,Maman Maryati,L,2024,Aktif,PRODI30,Sulawesi Utara,2
240002583,Agnes Saragih,L,2020,Lulus,PRODI32,Gorontalo,2
240002584,Aurora Habibi,L,2022,Aktif,PRODI21,Sumatera Selatan,2
240002585,Gasti Pratama,L,2020,Drop Out,PRODI12,Sulawesi Tengah,2
240002586,Usman Salahudin,L,2020,Lulus,PRODI12,Bengkulu,2
240002587,Darmana Nasyidah,L,2021,Aktif,PRODI36,Aceh,2
240002588,Rahayu Yolanda,P,2020,Cuti,PRODI07,Banten,2
240002590,Ir. Gantar Suryono,L,2024,Aktif,PRODI23,Sumatera Selatan,2
240002591,Hartana Ardianto,L,2024,Aktif,PRODI18,Papua,2
240002593,Rina Fujiati,L,2022,Aktif,PRODI14,Sulawesi Tenggara,2
240002594,Tgk. Diah Thamrin,P,2024,Aktif,PRODI35,Kalimantan Timur,2
240002598,Ir. Karya Safitri,P,2020,Aktif,PRODI27,Jawa Barat,2
240002599,Maida Hassanah,P,2023,Aktif,PRODI04,Sumatera Selatan,1
240002600,Sutan Naradi Widodo,P,2023,Aktif,PRODI10,Jambi,1
240002601,Oni Mandasari,P,2020,Lulus,PRODI16,Sumatera Selatan,2
240002605,Rizki Hutagalung,P,2024,Aktif,PRODI32,Riau,2
240002609,Dr. Laila Pratama,P,2021,Aktif,PRODI37,Papua Barat,2
240002610,Zulfa Halimah,L,2021,Aktif,PRODI07,Bengkulu,2
240002612,Malika Kurniawan,P,2020,Aktif,PRODI09,Sulawesi Selatan,1
240002613,Galang Permata,P,2024,Aktif,PRODI37,Kalimantan Barat,2
240002614,Puti Hilda Nashiruddin,P,2022,Aktif,PRODI37,Sulawesi Utara,2
240002617,Zamira Permadi,L,2023,Nonaktif,PRODI29,DI Yogyakarta,2
240002618,Tgk. Genta Suryono,P,2023,Aktif,PRODI21,Riau,2
240002619,R. Paulin Kurniawan,P,2020,Nonaktif,PRODI30,Kalimantan Utara,2
240002620,Edward Permadi,L,2021,Aktif,PRODI25,Riau,2
240002622,R.A. Elvina Gunawan,L,2024,Aktif,PRODI33,Nusa Tenggara Barat,2
240002623,Erik Namaga,L,2020,Lulus,PRODI36,Kalimantan Timur,2
240002624,Widya Usada,P,2021,Nonaktif,PRODI13,Sulawesi Tengah,2
240002628,Garan Mandasari,L,2020,Lulus,PRODI30,Kalimantan Timur,2
240002630,Kania Ramadan,L,2021,Aktif,PRODI10,Sumatera Barat,1
240002631,Hana Rajata,L,2021,Aktif,PRODI10,Riau,1
240002633,Lurhur Adriansyah,L,2022,Aktif,PRODI33,Sulawesi Barat,2
240002635,Hani Aryani,P,2022,Drop Out,PRODI25,Sulawesi Tenggara,2
240002636,Dt. Lamar Marbun,L,2021,Aktif,PRODI25,Maluku Utara,2
240002641,Murti Santoso,P,2023,Aktif,PRODI14,Aceh,2
240002643,Tgk. Aisyah Hartati,L,2024,Aktif,PRODI27,Kalimantan Timur,2
240002645,Puji Padmasari,P,2022,Aktif,PRODI10,Kalimantan Tengah,1
240002646,Suci Prasasta,P,2020,Lulus,PRODI07,Kepulauan Riau,2
240002647,Marsudi Santoso,L,2023,Aktif,PRODI29,Aceh,2
240002650,T. Nalar Pradana,P,2020,Lulus,PRODI25,Sulawesi Barat,2
240002652,R.M. Gada Gunarto,P,2023,Aktif,PRODI34,Jawa Tengah,2
240002653,Tira Narpati,P,2023,Aktif,PRODI21,DKI Jakarta,2
240002656,Syahrini Yuniar,L,2020,Aktif,PRODI32,Bengkulu,2
240002657,Puput Mahendra,P,2024,Aktif,PRODI10,Sulawesi Tengah,1
240002658,Dr. Agnes Oktaviani,P,2022,Aktif,PRODI36,Jawa Tengah,2
240002659,Mahmud Dabukke,L,2020,Lulus,PRODI09,Nusa Tenggara Barat,1
240002660,R.M. Banara Hidayanto,L,2020,Lulus,PRODI33,Kepulauan Riau,2
240002662,Drs. Paiman Astuti,L,2020,Lulus,PRODI12,Sulawesi Barat,2
240002663,Sutan Slamet Rajasa,L,2022,Aktif,PRODI30,Aceh,2
240002666,Amelia Saragih,P,2021,Aktif,PRODI18,Sulawesi Tengah,2
240002667,R.M. Lutfan Agustina,L,2021,Aktif,PRODI07,Kepulauan Riau,2
240002668,Himawan Farida,P,2022,Aktif,PRODI10,DI Yogyakarta,1
240002669,Laksana Hastuti,L,2020,Aktif,PRODI04,Sumatera Utara,1
240002671,Drs. Cindy Suryono,P,2024,Aktif,PRODI14,Bali,2
240002672,Cut Oliva Nuraini,P,2024,Aktif,PRODI37,Bali,2
240002673,Ina Setiawan,L,2024,Aktif,PRODI10,Nusa Tenggara Timur,1
240002674,Zaenab Sirait,P,2021,Aktif,PRODI37,Bali,2
240002676,Lalita Pudjiastuti,L,2021,Drop Out,PRODI16,Kepulauan Riau,2
240002677,Ir. Gandi Kusmawati,P,2023,Aktif,PRODI25,Sulawesi Selatan,2
240002678,Najwa Samosir,L,2020,Nonaktif,PRODI23,Riau,2
240002682,Kayla Winarno,L,2024,Aktif,PRODI07,Jawa Barat,2
240002685,R.M. Omar Ardianto,L,2022,Aktif,PRODI32,Gorontalo,2
240002688,Bala Habibi,P,2024,Aktif,PRODI07,Kalimantan Timur,2
240002690,Dr. Kiandra Narpati,L,2024,Aktif,PRODI14,Jawa Timur,2
240002692,Drs. Rina Pradana,L,2022,Cuti,PRODI34,DKI Jakarta,2
240002695,KH. Ega Maryati,L,2021,Nonaktif,PRODI09,Gorontalo,1
240002697,Drs. Kasusra Jailani,L,2023,Aktif,PRODI35,Jambi,2
240002702,Laras Puspita,P,2024,Aktif,PRODI34,Gorontalo,2
240002704,Hj. Oliva Permadi,L,2023,Aktif,PRODI04,Nusa Tenggara Barat,1
240002705,Paiman Tamba,P,2024,Aktif,PRODI10,Kepulauan Riau,1
240002706,Hadi Wijaya,L,2020,Lulus,PRODI18,Kalimantan Selatan,2
240002710,Shakila Fujiati,L,2022,Drop Out,PRODI10,Kalimantan Tengah,1
240002713,Dian Nashiruddin,L,2020,Lulus,PRODI33,Lampung,2
240002715,Kemba Puspita,P,2020,Lulus,PRODI23,Bali,2
240002716,Balamantri Rajasa,L,2020,Aktif,PRODI37,Papua,2
240002717,Septi Puspita,P,2021,Aktif,PRODI09,Sumatera Barat,1
240002719,Nilam Mayasari,L,2023,Aktif,PRODI10,Sulawesi Selatan,1
240002721,Laila Napitupulu,P,2020,Lulus,PRODI30,Lampung,2
240002722,Paris Dongoran,L,2024,Aktif,PRODI11,Sulawesi Barat,2
240002723,Shakila Firgantoro,P,2020,Lulus,PRODI16,Maluku Utara,2
240002726,Lasmanto Pudjiastuti,L,2020,Drop Out,PRODI04,Kepulauan Riau,1
240002728,Keisha Rahayu,L,2023,Aktif,PRODI27,Jambi,2
240002729,Hairyanto Rajata,P,2022,Aktif,PRODI21,Bengkulu,2
240002732,Sutan Mursita Habibi,P,2022,Aktif,PRODI14,DI Yogyakarta,2
240002733,Sabrina Wibisono,L,2020,Lulus,PRODI36,Nusa Tenggara Timur,2
240002734,Upik Hutapea,P,2021,Aktif,PRODI37,Papua,2
240002735,Jamalia Melani,L,2024,Aktif,PRODI16,Aceh,2
240002736,Alika Pertiwi,L,2022,Nonaktif,PRODI25,Aceh,2
240002738,Bakda Pertiwi,L,2020,Lulus,PRODI14,Sulawesi Barat,2
240002740,Nabila Rajasa,P,2022,Cuti,PRODI13,Lampung,2
240002741,Farhunnisa Yulianti,L,2023,Aktif,PRODI37,Gorontalo,2
240002743,Balamantri Mahendra,P,2022,Aktif,PRODI13,DI Yogyakarta,2
240002747,Cornelia Maheswara,L,2024,Aktif,PRODI10,Kalimantan Selatan,1
240002750,Kasusra Wahyuni,P,2020,Lulus,PRODI33,Kalimantan Timur,2
240002752,R. Rika Namaga,L,2023,Aktif,PRODI07,Bali,2
240002753,Titin Maulana,L,2022,Aktif,PRODI34,Kalimantan Barat,2
240002754,Koko Maryadi,P,2024,Aktif,PRODI14,Jambi,2
240002755,H. Kuncara Najmudin,L,2024,Aktif,PRODI12,Bali,2
240002756,Sutan Kayun Kuswandari,P,2020,Lulus,PRODI09,Kepulauan Riau,1
240002757,Ir. Mutia Oktaviani,L,2024,Aktif,PRODI09,Sumatera Selatan,1
240002759,Limar Hutapea,L,2020,Lulus,PRODI29,Sulawesi Selatan,2
240002760,Drs. Oskar Mustofa,P,2020,Lulus,PRODI18,Sulawesi Barat,2
240002761,Karna Maryadi,L,2024,Drop Out,PRODI13,Sulawesi Tenggara,2
240002762,Kani Mansur,L,2023,Aktif,PRODI30,Sulawesi Tenggara,2
240002763,R.A. Michelle Pranowo,P,2022,Aktif,PRODI34,Papua Barat,2
240002764,Dr. Hani Saragih,P,2020,Lulus,PRODI23,Nusa Tenggara Timur,2
240002765,Bahuraksa Sihombing,L,2023,Aktif,PRODI34,Kepulauan Riau,2
240002766,Samiah Haryanto,P,2024,Cuti,PRODI34,Sulawesi Tenggara,2
240002768,Cut Unjani Widodo,P,2020,Lulus,PRODI13,Sulawesi Tengah,2
240002770,Amelia Melani,P,2024,Aktif,PRODI21,Sulawesi Barat,2
240002774,Maria Wahyudin,L,2024,Aktif,PRODI30,Sulawesi Tenggara,2
240002776,dr. Kanda Prasetya,L,2024,Aktif,PRODI14,Bengkulu,2
240002777,Taufan Kurniawan,P,2024,Aktif,PRODI34,Jawa Timur,2
240002779,Tami Rahmawati,P,2020,Lulus,PRODI27,Jawa Timur,2
240002783,Gamanto Uyainah,L,2022,Aktif,PRODI09,Gorontalo,1
240002784,Teguh Hutasoit,P,2024,Cuti,PRODI30,Sulawesi Utara,2
240002785,Reza Nasyidah,L,2022,Aktif,PRODI37,Maluku,2
240002786,Septi Iswahyudi,L,2022,Aktif,PRODI13,Sulawesi Tengah,2
240002788,Tedi Sitompul,P,2024,Aktif,PRODI07,Bengkulu,2
240002789,Harjaya Farida,L,2023,Aktif,PRODI29,Nusa Tenggara Barat,2
240002790,Rafi Saefullah,P,2022,Aktif,PRODI34,Kepulauan Riau,2
240002791,dr. Nadia Sirait,P,2021,Aktif,PRODI10,Jawa Barat,1
240002792,Aisyah Puspasari,L,2020,Lulus,PRODI36,Nusa Tenggara Timur,2
240002793,drg. Tiara Pangestu,L,2024,Aktif,PRODI09,Sulawesi Tengah,1
240002794,Tgk. Rahmi Nababan,P,2023,Aktif,PRODI09,Sulawesi Selatan,1
240002795,Ir. Almira Kurniawan,P,2020,Aktif,PRODI33,Kalimantan Selatan,2
240002797,Wardaya Rajata,L,2024,Aktif,PRODI10,Bengkulu,1
240002798,Sabri Pratama,P,2020,Cuti,PRODI30,Sulawesi Tenggara,2
240002801,Bahuwirya Kuswandari,L,2022,Aktif,PRODI30,Bali,2
240002802,Vero Hutasoit,P,2023,Aktif,PRODI30,Sulawesi Tenggara,2
240002804,Farah Yuniar,P,2022,Drop Out,PRODI27,Maluku,2
240002805,Ani Hariyah,L,2023,Aktif,PRODI23,Sulawesi Tengah,2
240002808,Tania Hidayat,L,2022,Aktif,PRODI34,Sulawesi Tengah,2
240002809,Ir. Farah Wastuti,L,2024,Aktif,PRODI10,Jawa Tengah,1
240002812,Jarwi Maryadi,P,2022,Aktif,PRODI29,Kalimantan Selatan,2
240002814,Ozy Rajata,P,2020,Lulus,PRODI04,Jawa Timur,1
240002815,drg. Sakti Pratama,L,2021,Aktif,PRODI09,Kalimantan Barat,1
240002816,Muni Maulana,P,2022,Aktif,PRODI07,Kepulauan Riau,2
240002817,Xanana Jailani,L,2021,Aktif,PRODI23,Nusa Tenggara Barat,2
240002819,Dalima Saptono,P,2024,Aktif,PRODI11,Bengkulu,2
240002821,Wadi Melani,P,2024,Aktif,PRODI32,Banten,2
240002827,Ilyas Yuliarti,P,2021,Aktif,PRODI30,Kalimantan Tengah,2
240002829,Raharja Laksmiwati,P,2021,Aktif,PRODI13,Kalimantan Utara,2
240002832,Hasna Lazuardi,L,2022,Aktif,PRODI16,Aceh,2
240002834,Ilyas Waluyo,L,2023,Cuti,PRODI16,Lampung,2
240002837,Estiono Susanti,L,2023,Aktif,PRODI18,Jawa Tengah,2
240002838,Tgk. Rina Prasasta,L,2024,Aktif,PRODI13,Sumatera Barat,2
240002839,Mala Zulkarnain,L,2020,Lulus,PRODI09,Jawa Timur,1
240002842,Darmaji Sihombing,L,2023,Aktif,PRODI21,Jawa Timur,2
240002844,Vega Habibi,L,2024,Drop Out,PRODI33,Sulawesi Selatan,2
240002845,Ir. Lamar Wahyuni,L,2020,Lulus,PRODI32,Kepulauan Riau,2
240002846,Cornelia Wacana,P,2023,Aktif,PRODI11,Sulawesi Tenggara,2
240002847,Uchita Widodo,L,2023,Aktif,PRODI36,Kalimantan Barat,2
240002848,Ibrahim Prasetyo,P,2020,Lulus,PRODI10,Jawa Timur,1
240002850,Michelle Firmansyah,L,2021,Aktif,PRODI10,DKI Jakarta,1
240002852,Dr. Jasmin Mansur,L,2023,Aktif,PRODI25,Sumatera Barat,2
240002853,Alambana Purwanti,P,2023,Aktif,PRODI16,Kalimantan Tengah,2
240002854,drg. Daniswara Saragih,L,2020,Aktif,PRODI34,Jambi,2
240002855,Rahmat Suryatmi,P,2021,Drop Out,PRODI21,Jambi,2
240002857,Cahyo Farida,L,2024,Aktif,PRODI12,Papua,2
240002860,Mumpuni Hasanah,P,2022,Nonaktif,PRODI21,Kalimantan Barat,2
240002861,Nurul Jailani,L,2020,Lulus,PRODI33,Kalimantan Selatan,2
240002862,Bajragin Widiastuti,L,2024,Aktif,PRODI30,Sumatera Selatan,2
240002864,Lukman Maryati,L,2024,Aktif,PRODI13,DI Yogyakarta,2
240002868,Ganjaran Mardhiyah,L,2022,Aktif,PRODI25,Jambi,2
240002869,Marsito Napitupulu,L,2022,Aktif,PRODI23,Bangka Belitung,2
240002873,Raina Habibi,L,2022,Nonaktif,PRODI18,Sumatera Barat,2
240002875,Galih Susanti,P,2024,Aktif,PRODI18,Sulawesi Utara,2
240002876,Hasim Putra,P,2020,Lulus,PRODI34,DKI Jakarta,2
240002880,Bahuwarna Sihombing,L,2023,Aktif,PRODI30,Gorontalo,2
240002881,Suci Wijaya,L,2023,Aktif,PRODI37,Sulawesi Tengah,2
240002884,Fitriani Nurdiyanti,P,2024,Aktif,PRODI25,Kalimantan Tengah,2
240002885,Jasmani Wijaya,P,2023,Aktif,PRODI37,Riau,2
240002887,Titi Suwarno,L,2022,Drop Out,PRODI21,Kalimantan Selatan,2
240002888,Chandra Uyainah,L,2023,Nonaktif,PRODI16,Papua,2
240002889,H. Bagiya Saefullah,P,2022,Aktif,PRODI13,Maluku Utara,2
240002891,Kawaya Sihombing,P,2024,Aktif,PRODI21,Sulawesi Utara,2
240002892,Bakijan Winarno,L,2020,Lulus,PRODI12,Lampung,2
240002894,Anastasia Megantara,P,2020,Nonaktif,PRODI07,Jawa Barat,2
240002895,dr. Unjani Maulana,L,2023,Aktif,PRODI09,Jambi,1
240002901,Nilam Handayani,P,2021,Cuti,PRODI35,Sulawesi Tengah,2
240002903,Edward Farida,P,2023,Aktif,PRODI29,Sumatera Selatan,2
240002905,R.A. Endah Permadi,P,2023,Aktif,PRODI12,Nusa Tenggara Timur,2
240002906,Karimah Prayoga,P,2020,Lulus,PRODI37,Maluku,2
240002911,Puti Yunita Laksita,L,2021,Aktif,PRODI11,Sumatera Selatan,2
240002913,Ophelia Halim,P,2021,Aktif,PRODI11,Sulawesi Utara,2
240002914,H. Hartaka Sirait,L,2023,Aktif,PRODI25,Lampung,2
240002916,Unjani Wahyudin,L,2023,Aktif,PRODI36,Jambi,2
240002917,Harto Mayasari,P,2020,Cuti,PRODI35,DKI Jakarta,2
240002921,R. Baktianto Anggriawan,P,2021,Aktif,PRODI13,Kalimantan Timur,2
240002923,Dwi Halim,L,2021,Aktif,PRODI25,Sumatera Utara,2
240002924,T. Rafi Ramadan,P,2020,Lulus,PRODI33,Kalimantan Utara,2
240002925,Drs. Maya Gunawan,L,2021,Aktif,PRODI10,Aceh,1
240002926,R. Timbul Hasanah,P,2024,Aktif,PRODI10,Sulawesi Selatan,1
240002927,R.A. Ratih Yulianti,P,2020,Aktif,PRODI04,Papua,1
240002929,R. Kamal Fujiati,P,2024,Aktif,PRODI37,Sulawesi Selatan,2
240002931,Almira Susanti,P,2021,Aktif,PRODI35,Kalimantan Tengah,2
240002932,Wahyu Wasita,L,2023,Aktif,PRODI09,Maluku Utara,1
240002933,Artanto Prastuti,P,2024,Aktif,PRODI18,Sumatera Utara,2
240002934,Ir. Queen Suwarno,P,2022,Nonaktif,PRODI27,Kalimantan Selatan,2
240002936,Keisha Pudjiastuti,L,2024,Aktif,PRODI18,Kalimantan Timur,2
240002937,Kariman Megantara,L,2024,Aktif,PRODI32,Kalimantan Timur,2
240002938,drg. Asmianto Hakim,L,2024,Aktif,PRODI29,Aceh,2
240002940,Ivan Hartati,L,2021,Aktif,PRODI07,Sumatera Utara,2
240002941,Ghaliyati Purnawati,L,2022,Aktif,PRODI37,Jawa Barat,2
240002942,Hasim Saefullah,L,2024,Aktif,PRODI10,Kalimantan Timur,1
240002944,R. Jagaraga Haryanti,P,2023,Aktif,PRODI27,Sulawesi Utara,2
240002945,drg. Ilsa Hariyah,P,2020,Aktif,PRODI09,Jawa Timur,1
240002946,Saadat Firgantoro,P,2022,Aktif,PRODI35,Bangka Belitung,2
240002947,Arsipatra Nuraini,L,2023,Aktif,PRODI32,Nusa Tenggara Barat,2
240002951,Dr. Eli Wahyuni,P,2022,Aktif,PRODI27,Bali,2
240002953,R.M. Samsul Prasasta,P,2023,Aktif,PRODI16,Sumatera Selatan,2
240002954,drg. Najwa Oktaviani,P,2023,Aktif,PRODI23,Papua Barat,2
240002957,Dewi Hutasoit,P,2021,Aktif,PRODI35,Sumatera Barat,2
240002958,H. Ganda Farida,P,2020,Lulus,PRODI21,Sumatera Barat,2
240002959,Ir. Fathonah Suwarno,P,2022,Cuti,PRODI30,Kalimantan Selatan,2
240002960,Kasiyah Natsir,L,2024,Aktif,PRODI27,Kalimantan Timur,2
240002962,dr. Gandi Pradipta,L,2021,Aktif,PRODI33,Papua Barat,2
240002963,Faizah Hutagalung,L,2024,Aktif,PRODI04,Bali,1
240002964,Malika Hidayanto,L,2022,Aktif,PRODI09,Kalimantan Tengah,1
240002965,Julia Oktaviani,P,2022,Aktif,PRODI30,Kalimantan Timur,2
240002967,Reza Prasasta,L,2021,Aktif,PRODI30,Bali,2
240002968,Mustofa Setiawan,L,2024,Aktif,PRODI13,Sumatera Utara,2
240002975,Amalia Salahudin,P,2023,Aktif,PRODI30,Sulawesi Selatan,2
240002976,Among Pradipta,L,2021,Aktif,PRODI07,Jawa Barat,2
240002978,Dacin Wasita,L,2023,Aktif,PRODI35,Sulawesi Utara,2
240002982,Chelsea Natsir,P,2020,Lulus,PRODI32,Kalimantan Timur,2
240002983,Wahyu Sirait,L,2024,Aktif,PRODI13,Lampung,2
240002985,Aurora Utami,L,2020,Lulus,PRODI14,Kalimantan Utara,2
240002986,Puji Marbun,L,2024,Cuti,PRODI35,Sumatera Selatan,2
240002990,Hj. Rachel Mandala,L,2022,Aktif,PRODI16,Bangka Belitung,2
240002992,Darmana Anggraini,P,2023,Aktif,PRODI21,Maluku Utara,2
240002994,KH. Viktor Budiman,L,2024,Aktif,PRODI27,Sumatera Selatan,2
